Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Trogdor,164111865,12,4,8,139601,Shaak Ti Fives R1 Rex R1 Echo (501st) ARC Trooper
Cane Cavito,571494434,0,0,0,143816,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DarthOni,814894322,0,0,0,133947,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Rich Rider,682774593,0,0,0,139248,Shaak Ti Fives Rex Echo (501st) ARC Trooper
LordNolak,625916659,20,0,20,114195,Shaak Ti Fives G12 Rex R3 Echo (501st) G12 ARC Trooper G12
Glove,421286915,0,0,0,152057,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Rice,389451147,0,0,0,151832,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Lerxst,488881189,0,0,0,147140,Shaak Ti Fives Rex Echo (501st) ARC Trooper
KingCong,823182356,0,0,0,146931,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Myriddan,511315191,0,0,0,148087,Shaak Ti Fives Rex Echo (501st) ARC Trooper
CoolCatLoveBird,297157199,21,9,12,134427,Shaak Ti Fives G12 Rex G12 Echo (501st) ARC Trooper
Ro'hale,966784273,0,0,0,152660,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Eliza Jaho,341755377,2,0,2,144538,Shaak Ti Fives R4 Rex R4 Echo (501st) ARC Trooper
Zellnerz,699216629,22,14,8,124922,Shaak Ti Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
Megem,178238853,21,0,21,118891,Shaak Ti Fives G12 Rex R3 Echo (501st) G12 ARC Trooper G11
Weiser,558628925,0,0,0,147698,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Wffls,198532873,0,0,0,152572,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Scottyj8979,979433967,24,6,18,120732,Shaak Ti Fives G12 Rex G12 Echo (501st) R2 ARC Trooper R2
Shimazu Hanzo,822252926,0,0,0,148481,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Dazaro,342675736,0,0,0,151307,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Faroer Laike,912165226,0,0,0,138242,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Nunley,451228862,0,0,0,151898,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Obi Juan,843377265,4,0,4,134055,Shaak Ti Fives R4 Rex R4 Echo (501st) R4 ARC Trooper R4
Lymbo,961861724,13,0,13,131952,Shaak Ti G12 Fives R3 Rex G13 Echo (501st) ARC Trooper
Kurisu,555853763,4,0,4,134239,Shaak Ti Fives R4 Rex R4 Echo (501st) R4 ARC Trooper R4
Canderus,883117875,2,0,2,141810,Shaak Ti Fives R4 Rex R4 Echo (501st) ARC Trooper
Sentey,491233948,8,0,8,123773,Shaak Ti R1 Fives Rex Echo (501st) R4 ARC Trooper R2
StickSkywalker,869153575,66,0,66,29688,Shaak Ti G0 0* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Squints,143176759,0,0,0,143973,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Ondori,296816962,0,0,0,157462,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Blackstar,361137876,12,0,12,123607,Shaak Ti Fives Rex Echo (501st) G12 ARC Trooper G12
YaDiDiMeAn,316658618,0,0,0,151713,Shaak Ti Fives Rex Echo (501st) ARC Trooper
My keyz,461238798,0,0,0,148166,Shaak Ti Fives Rex Echo (501st) ARC Trooper
R1DD1K,283634632,0,0,0,151334,Shaak Ti Fives Rex Echo (501st) ARC Trooper
cdaza933,857218838,2,0,2,136879,Shaak Ti Fives R4 Rex R4 Echo (501st) ARC Trooper
CommanderTK421,822891745,85,0,85,16503,Shaak Ti G1 5* Fives G1 Rex G1 Echo (501st) G1 ARC Trooper G1 4*
ReDeyeJEDI,699157716,18,0,18,122424,Shaak Ti Fives G12 Rex Echo (501st) G12 ARC Trooper G12
