Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Upgreyd,564121831,0,0,0,157934,Padme JKA Ahsoka GK GMY
Krupten,427459795,13,13,0,150130,Padme JKA Ahsoka GK GMY
This Is The Way,582538533,0,0,0,160908,Padme JKA Ahsoka GK GMY
Esaascar,478314836,1,1,0,147102,Padme JKA Ahsoka GK GMY
Drcct,539764381,1,1,0,140802,Padme JKA Ahsoka GK GMY
Sutti,363928881,0,0,0,156624,Padme JKA Ahsoka GK GMY
Dalziel,711271515,9,9,0,154242,Padme JKA Ahsoka GK GMY
Jameg,357873854,5,5,0,148170,Padme JKA Ahsoka GK GMY
LordJarJar,268221268,14,14,0,157133,Padme JKA Ahsoka GK GMY
Tzoid,764254651,6,2,4,147178,Padme R3 JKA Ahsoka R3 GK GMY
Btr Nut,236412553,1,0,1,148884,Padme JKA Ahsoka R4 GK GMY
bellojack,664471259,8,7,1,155849,Padme JKA Ahsoka R4 GK GMY
Lala,235129274,9,9,0,153931,Padme JKA Ahsoka GK GMY
MINI MetalPrawn,619735683,8,2,6,131051,Padme R4 JKA Ahsoka R1 GK GMY R4
DarkKnightDan80,911331162,0,0,0,155420,Padme JKA Ahsoka GK GMY
Michael Wulf,217249861,11,6,5,137228,Padme JKA Ahsoka R3 GK GMY R2
KingZach,695634865,5,5,0,150765,Padme JKA Ahsoka GK GMY
Eanid September,177971713,3,1,2,135050,Padme JKA Ahsoka R3 GK GMY
TorenCalduris,486623434,0,0,0,160552,Padme JKA Ahsoka GK GMY
Scuba Bill23,834833341,9,9,0,158930,Padme JKA Ahsoka GK GMY
DarthThanos,297469325,30,22,8,140804,Padme R3 JKA Ahsoka G12 GK GMY
DarthToren,623628757,2,2,0,154650,Padme JKA Ahsoka GK GMY
Beck,837692324,0,0,0,156177,Padme JKA Ahsoka GK GMY
BrianSkywalker,689764168,10,10,0,153713,Padme JKA Ahsoka GK GMY
StarKiller316,842854673,7,7,0,156750,Padme JKA Ahsoka GK GMY
TwistyNuB,497555437,0,0,0,155657,Padme JKA Ahsoka GK GMY
Resmi Hardin,431353962,16,5,11,125539,Padme R4 JKA G11 Ahsoka R4 GK R4 GMY R4
FonGhost,449574473,0,0,0,142140,Padme JKA Ahsoka GK GMY
Surfswithaliens,336411921,20,8,12,132220,Padme JKA G12 Ahsoka G12 GK GMY
Holder,983369611,1,1,0,148375,Padme JKA Ahsoka GK GMY
SilverHawk,487734275,6,0,6,128009,Padme JKA Ahsoka GK GMY G12
Hadriel Jetberg,656841941,3,0,3,147561,Padme R3 JKA Ahsoka R4 GK GMY
Recon Patrol,221828491,1,0,1,151713,Padme JKA Ahsoka R4 GK GMY
TheDirtyBoy,137656256,0,0,0,147782,Padme JKA Ahsoka GK GMY
Jackie Daytona,495695596,5,4,1,153815,Padme R4 JKA Ahsoka GK GMY
Zhil Axfow,268465663,14,6,8,135771,Padme JKA Ahsoka G12 GK R3 GMY
Davos,715365225,6,3,3,148428,Padme JKA Ahsoka R2 GK GMY
Juan Quenovi,476671372,0,0,0,161159,Padme JKA Ahsoka GK GMY
ArfyGames,229516211,14,0,14,122740,Padme G12 JKA Ahsoka G12 GK GMY R3
Jollyrogercjf,497215141,13,10,3,145402,Padme R2 JKA Ahsoka GK GMY
J0nnieP,877838515,1,0,1,141934,Padme JKA Ahsoka R4 GK GMY
Beserk Badger,738665898,0,0,0,155186,Padme JKA Ahsoka GK GMY
Michl Johso,187668216,0,0,0,158601,Padme JKA Ahsoka GK GMY
Demaio,531828666,2,2,0,151408,Padme JKA Ahsoka GK GMY
The High Ground,788859343,3,0,3,144756,Padme JKA R2 Ahsoka GK GMY
Doomslayer,145546249,16,6,10,127742,Padme R3 JKA Ahsoka G12 GK GMY R3
KillingBean,394832547,12,10,2,142721,Padme JKA R3 Ahsoka GK GMY
DMG,575284166,0,0,0,147615,Padme JKA Ahsoka GK GMY
Erik,681589517,0,0,0,150258,Padme JKA Ahsoka GK GMY
Glacius,243784358,0,0,0,155949,Padme JKA Ahsoka GK GMY
