Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Fordy,167294499,5,0,5,134732,Shaak Ti Fives Rex R4 Echo (501st) R3 ARC Trooper R3
LordHelmet,482675979,20,11,9,138870,Shaak Ti Fives R1 Rex G13 Echo (501st) ARC Trooper
generalAthena,469998123,31,1,30,102059,Shaak Ti R3 Fives Rex G13 Echo (501st) G13 ARC Trooper G0 0*
Jakuu Bombassa,161593765,40,3,37,95863,Shaak Ti Fives R1 Rex G10 Echo (501st) G7 ARC Trooper G4 5*
Tugboat Al,781217713,3,0,3,137942,Shaak Ti Fives Rex Echo (501st) ARC Trooper R2
JohnFarson,977719483,0,0,0,147753,Shaak Ti Fives Rex Echo (501st) ARC Trooper
GreenFire,219263763,25,17,8,129936,Shaak Ti Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
pikkolo,762268168,1,1,0,148104,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Fabz,486117945,0,0,0,146042,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DemToeBeanz,989314963,30,8,22,113255,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G12
Agent P,945464958,0,0,0,149700,Shaak Ti Fives Rex Echo (501st) ARC Trooper
itsmedontusee2,335344854,0,0,0,142097,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Ashtray,214716763,37,0,37,98113,Shaak Ti G12 Fives G9 Rex G12 Echo (501st) G11 ARC Trooper G9
ThaPhoenix,592319272,0,0,0,144684,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Cfood69,627548954,15,0,15,124822,Shaak Ti Fives R2 Rex R2 Echo (501st) G12 ARC Trooper R2
BaptizedInFilth,796155522,41,21,20,120168,Shaak Ti Fives G8 Rex G8 Echo (501st) ARC Trooper
Shermantime,753128741,0,0,0,146358,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Yog Dingham,839793419,23,1,22,119046,Shaak Ti Fives G12 Rex R1 Echo (501st) G12 ARC Trooper G12
Guitarman007,612313928,6,0,6,140949,Shaak Ti Fives R3 Rex R1 Echo (501st) ARC Trooper
Mando Kast,718375237,46,14,32,85453,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G10
Blibo26,459335924,31,25,6,130600,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
Markus Steel,795454584,0,0,0,141618,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Dori Solman,811119319,70,38,32,84994,Shaak Ti Fives G12 Rex G12 Echo (501st) G5 ARC Trooper G11 4*
QuinWindu,979638921,62,14,48,57890,Shaak Ti G8 4* Fives G8 Rex G12 Echo (501st) G8 ARC Trooper G6
Elik Farc,168623691,26,0,26,113699,Shaak Ti G12 Fives G12 Rex R3 Echo (501st) G12 ARC Trooper G12
W1nning 101,385456932,38,11,27,105640,Shaak Ti G12 Fives Rex Echo (501st) G12 ARC Trooper G3 4*
Leviathan482,656451624,38,4,34,91142,Shaak Ti Fives G12 Rex G12 Echo (501st) G8 ARC Trooper G6
TinyToebeans,182866389,31,9,22,106826,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G12
Dragon Reborn,396934542,23,15,8,129294,Shaak Ti Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
Project Chaos,868478861,7,1,6,144453,Shaak Ti Fives Rex Echo (501st) ARC Trooper G12
JHall,774949483,21,0,21,117215,Shaak Ti Fives R2 Rex G12 Echo (501st) G12 ARC Trooper G12
Loreck Alfonse,621255138,12,0,12,126476,Shaak Ti Fives R2 Rex R2 Echo (501st) R2 ARC Trooper R2
The Lone LothWolf,869485771,42,9,33,91768,Shaak Ti R3 Fives G12 Rex G12 Echo (501st) G9 ARC Trooper G8
AhsokaStan,464923238,0,0,0,153196,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Skywolf,829847893,70,11,59,50766,Shaak Ti G7 6* Fives G9 Rex G8 Echo (501st) G7 ARC Trooper G0 0*
Drtic77,956912135,32,2,30,103670,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
WhatAboutBob,697967688,22,4,18,121176,Shaak Ti Fives R1 Rex R1 Echo (501st) R1 ARC Trooper G12
Ren Gundo,839518948,26,0,26,94065,Shaak Ti R3 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Quí Gón Jöhn,779144898,60,0,60,51293,Shaak Ti G8 Fives G8 Rex G7 Echo (501st) G7 ARC Trooper G0 0*
Tupacca,914194863,14,0,14,111451,Shaak Ti G12 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
FireEmtTV,749668594,58,33,25,91330,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G11 ARC Trooper G10 6*
Mogar,867575854,24,4,20,119487,Shaak Ti Fives G12 Rex R1 Echo (501st) R1 ARC Trooper G12
Fitzdorf,972276584,10,0,10,128439,Shaak Ti Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R1
RAIDEN,331731767,47,13,34,90893,Shaak Ti G11 3* Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G10 6*
Stinger,132655195,2,0,2,136366,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
Utinni,257396786,16,2,14,123898,Shaak Ti Fives R3 Rex R1 Echo (501st) R1 ARC Trooper R1
Honeľník,893522297,74,0,74,37519,Shaak Ti G1 Fives G2 Rex G11 Echo (501st) G1 ARC Trooper G1
MilesSmiles,773123287,32,0,32,79159,Shaak Ti G8 6* Fives G12 Rex R4 Echo (501st) G11 ARC Trooper G10 5*
Rickytello,968961917,12,0,12,136427,Shaak Ti Fives G12 Rex G12 Echo (501st) ARC Trooper
Ursus,543382798,0,0,0,157941,Shaak Ti Fives Rex Echo (501st) ARC Trooper
